Customer ID	Gender	Birth Date	Married	Dependents	Number of Dependents	Country	City	Number of Referrals	Tenure in Months	Avg Monthly Long Distance Charges	Internet Service	Internet Type	Avg Monthly GB Download	Premium Tech Support	Streaming Movies	Streaming Music	Contract	Paperless Billing	Payment Method	Monthly Charge	Total Refunds	Satisfaction Score
9115-YQHGA	Male	1998/04/04	No	No	0	United States	Lemoore	0	40	34.49	Yes	DSL	73	Yes	No	No	Month-to-Month	Yes	Bank Withdrawal	51.1	0.0	5
8963-MQVYN	Female	1996/02/04	No	Yes	2	United States	Lost Hills	0	22	43.97	No		0	No	No	No	Month-to-Month	Yes	Bank Withdrawal	20.55	0.0	3
2458-EOMRE	Female	2005/11/21	No	No	0	United States	Mc Farland	0	11	40.96	Yes	DSL	52	No	Yes	Yes	Month-to-Month	No	Bank Withdrawal	64.05	0.0	4
6542-LWGXJ	Male	1978/04/11	Yes	No	0	United States	Pixley	1	3	0.0	Yes	DSL	12	No	No	No	Month-to-Month	No	Credit Card	25.0	0.0	4
5567-GZKQY	Male	1966/11/02	No	No	0	United States	Porterville	0	58	29.25	No		0	No	No	No	Two Year	No	Credit Card	20.3	0.0	4
1222-LRYKO	Male	2003/07/09	No	Yes	3	United States	Posey	0	6	38.28	No		0	No	No	No	Month-to-Month	No	Credit Card	26.35	0.0	3
2087-QAREY	Female	1964/07/31	Yes	No	0	United States	Sequoia National Park	1	22	39.83	Yes	Cable	16	No	No	No	Month-to-Month	Yes	Credit Card	54.7	0.0	3
4423-JWZJN	Male	1967/09/29	Yes	Yes	2	United States	Springville	9	64	45.35	Yes	Fiber Optic	30	No	Yes	Yes	One Year	No	Credit Card	90.25	0.0	4
6490-FGZAT	Male	1991/01/25	No	No	0	United States	Strathmore	0	6	32.34	No		0	No	No	No	Month-to-Month	No	Credit Card	20.65	0.0	5
7452-FOLON	Male	1979/08/25	No	Yes	2	United States	Terra Bella	0	39	46.57	No		0	No	No	No	One Year	No	Bank Withdrawal	25.45	0.0	5
2320-TZRRH	Female	1986/07/06	No	No	0	United States	Three Rivers	0	20	38.74	No		0	No	No	No	One Year	No	Credit Card	19.5	0.0	3
4942-VZZOM	Male	1984/05/21	Yes	No	0	United States	Tupman	3	64	37.46	Yes	DSL	2	No	No	No	One Year	Yes	Credit Card	66.15	0.0	3
7502-BNYGS	Female	1995/11/02	Yes	No	0	United States	Wasco	7	46	31.88	Yes	DSL	53	No	Yes	Yes	Month-to-Month	Yes	Credit Card	69.1	0.0	5
6147-CBCRA	Female	1990/09/10	Yes	No	0	United States	Wofford Heights	5	33	4.15	No		0	No	No	No	Month-to-Month	No	Credit Card	20.05	0.0	4
6047-SUHPR	Male	1964/01/16	Yes	Yes	2	United States	Woodlake	5	39	13.8	Yes	DSL	13	No	No	No	One Year	No	Bank Withdrawal	59.8	0.0	3
9752-ZNQUT	Female	1973/07/13	No	No	0	United States	Visalia	0	1	7.99	Yes	Cable	11	No	No	No	Month-to-Month	Yes	Bank Withdrawal	48.6	0.0	5
5666-MBJPT	Male	2002/02/12	No	No	0	United States	Bakersfield	0	65	20.43	No		0	No	No	No	Two Year	Yes	Bank Withdrawal	25.1	0.0	4
7312-XSBAT	Male	1977/09/04	No	No	0	United States	Bakersfield	0	1	41.79	Yes	DSL	14	No	No	No	Month-to-Month	No	Bank Withdrawal	49.75	0.0	4
3096-GKWEB	Male	1982/03/11	Yes	No	0	United States	Bakersfield	1	18	34.17	Yes	Fiber Optic	16	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	94.75	0.0	4
2371-JQHZZ	Male	1970/05/18	Yes	No	0	United States	Bakersfield	7	24	46.91	Yes	Fiber Optic	20	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	93.0	0.0	5
0674-GCDXG	Male	2004/09/26	No	No	0	United States	Bakersfield	0	63	42.59	Yes	DSL	85	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	71.9	0.0	4
1121-QSIVB	Female	1985/08/23	No	Yes	3	United States	Bakersfield	0	44	5.07	Yes	DSL	26	No	Yes	Yes	One Year	Yes	Credit Card	77.55	0.0	3
4396-KLSEH	Male	1998/11/29	No	No	0	United States	Bakersfield	0	4	6.88	No		0	No	No	No	Month-to-Month	Yes	Bank Withdrawal	19.85	0.0	5
2824-MYYBN	Female	1981/07/27	Yes	Yes	2	United States	Bakersfield	0	37	1.6	Yes	Fiber Optic	11	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	95.25	0.0	4
6345-HOVES	Male	1965/01/12	No	No	0	United States	Los Osos	0	34	0.0	Yes	Cable	28	No	No	No	Month-to-Month	Yes	Bank Withdrawal	25.05	0.0	4
8318-LCNBW	Male	1971/09/09	Yes	No	0	United States	San Luis Obispo	5	35	0.0	Yes	DSL	30	No	Yes	Yes	One Year	No	Credit Card	53.15	0.0	3
6469-QJKZW	Female	1989/01/07	Yes	No	0	United States	Arroyo Grande	5	4	45.84	No		0	No	No	No	Month-to-Month	No	Bank Withdrawal	20.15	0.0	3
6370-ZVHDV	Female	1972/11/30	Yes	No	0	United States	Buellton	1	61	40.37	No		0	No	No	No	Two Year	No	Bank Withdrawal	25.3	0.0	4
5915-DGNVC	Female	1977/11/23	Yes	No	0	United States	Cambria	9	49	25.1	Yes	DSL	30	No	Yes	Yes	One Year	No	Bank Withdrawal	71.8	0.0	4
6260-XLACS	Male	1975/12/29	No	No	0	United States	Casmalia	0	4	23.04	No		0	No	No	No	One Year	No	Credit Card	19.7	0.0	3
3566-CAAYU	Female	1996/04/22	Yes	Yes	3	United States	Cayucos	3	64	0.0	Yes	DSL	59	Yes	Yes	Yes	Two Year	No	Bank Withdrawal	49.85	0.0	5
4983-CCWMC	Male	1981/04/24	No	No	0	United States	Creston	0	3	28.97	Yes	Fiber Optic	16	No	No	No	Month-to-Month	Yes	Credit Card	69.6	0.0	4
9103-CXVOK	Male	1993/09/12	Yes	Yes	2	United States	Grover Beach	8	1	30.38	No		0	No	No	No	Month-to-Month	No	Bank Withdrawal	19.75	0.0	4
2896-TBNBE	Male	1978/11/18	Yes	No	0	United States	Guadalupe	5	40	12.97	Yes	Fiber Optic	24	No	No	No	One Year	No	Bank Withdrawal	80.8	0.0	3
3841-CONLJ	Female	1991/05/22	Yes	No	0	United States	Morro Bay	9	1	0.0	Yes	DSL	14	No	Yes	Yes	Month-to-Month	No	Bank Withdrawal	35.0	0.0	3
4475-NVTLU	Male	2003/10/03	Yes	Yes	1	United States	Paso Robles	6	45	17.23	No		0	No	No	No	Two Year	No	Bank Withdrawal	19.2	0.0	3
9386-LDCZR	Male	2005/10/18	No	No	0	United States	San Ardo	0	43	36.78	Yes	Fiber Optic	59	Yes	No	No	One Year	Yes	Credit Card	90.65	0.0	3
9585-KKMFD	Male	2000/08/25	Yes	Yes	1	United States	San Miguel	5	41	16.02	No		0	No	No	No	Two Year	Yes	Credit Card	20.0	0.0	3
5399-ZIMKF	Male	1966/07/24	No	No	0	United States	San Simeon	0	5	32.81	Yes	Fiber Optic	16	No	No	No	Month-to-Month	Yes	Bank Withdrawal	74.65	0.0	3
0336-KXKFK	Male	1981/09/15	No	No	0	United States	Santa Margarita	0	72	0.0	Yes	DSL	6	Yes	Yes	Yes	Two Year	Yes	Credit Card	61.2	0.0	3
5619-XZZKR	Male	1977/04/22	No	No	0	United States	Santa Maria	0	4	6.86	No		0	No	No	No	One Year	No	Credit Card	19.95	0.0	4
3948-FVVRP	Male	1981/12/01	Yes	Yes	2	United States	Santa Maria	2	9	44.46	Yes	DSL	24	Yes	No	No	Month-to-Month	No	Credit Card	54.8	0.0	4
0983-TATYJ	Female	1982/09/25	Yes	No	0	United States	Santa Ynez	7	33	48.09	Yes	DSL	9	Yes	No	No	One Year	Yes	Credit Card	51.45	0.0	3
1813-JYWTO	Female	1965/03/29	Yes	No	0	United States	Shandon	4	72	6.23	Yes	Fiber Optic	27	No	No	No	Two Year	No	Bank Withdrawal	80.45	0.0	4
6719-OXYBR	Male	1983/08/16	No	No	0	United States	California City	0	15	27.3	Yes	Fiber Optic	18	No	No	No	Month-to-Month	No	Bank Withdrawal	85.3	0.0	3
6476-YHMGA	Female	1961/06/08	Yes	Yes	1	United States	Benton	5	15	39.77	Yes	DSL	18	Yes	Yes	Yes	Month-to-Month	No	Bank Withdrawal	76.5	0.0	5
0168-XZKBB	Female	1990/02/20	Yes	No	0	United States	Boron	8	19	7.84	Yes	Fiber Optic	16	No	No	No	Month-to-Month	Yes	Bank Withdrawal	86.85	0.0	5
3785-NRHYR	Male	1984/11/15	No	No	0	United States	Bridgeport	0	1	16.91	No		0	No	No	No	Month-to-Month	No	Credit Card	19.65	0.0	3
4537-DKTAL	Female	1998/11/21	No	No	0	United States	Darwin	0	2	41.9	Yes	DSL	71	No	No	No	Month-to-Month	No	Bank Withdrawal	45.55	0.0	5
5602-BVFMK	Female	1966/05/09	No	No	0	United States	Independence	0	12	41.78	No		0	No	No	No	One Year	No	Credit Card	19.3	0.0	5
6297-NOOPG	Female	1983/04/21	Yes	No	0	United States	Temecula	4	70	28.54	Yes	Fiber Optic	23	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	110.5	0.0	4
8204-TIFGJ	Female	1986/01/23	No	No	0	United States	June Lake	0	23	16.26	No		0	No	No	No	Month-to-Month	Yes	Bank Withdrawal	20.3	0.0	3
8903-XEBGX	Male	2002/04/05	No	Yes	1	United States	Lancaster	0	2	43.93	Yes	DSL	59	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	55.3	0.0	3
1089-XZWHH	Female	1981/01/03	Yes	Yes	3	United States	Lee Vining	5	24	46.3	No		0	No	No	No	Two Year	Yes	Credit Card	19.7	0.0	5
2325-WINES	Female	1980/11/11	No	No	0	United States	Littlerock	0	32	14.21	Yes	Fiber Optic	28	No	Yes	Yes	One Year	Yes	Credit Card	104.05	0.0	4
6064-ZATLR	Female	1980/07/19	No	No	0	United States	Llano	0	27	10.55	Yes	DSL	29	No	No	No	Two Year	No	Bank Withdrawal	52.85	0.0	3
7824-PANSQ	Male	1972/01/20	No	No	0	United States	Mammoth Lakes	0	58	44.67	Yes	Fiber Optic	8	Yes	No	No	Month-to-Month	No	Bank Withdrawal	80.65	0.0	5
9648-BCHKM	Female	2002/12/17	Yes	Yes	3	United States	Palmdale	9	18	43.69	No		0	No	No	No	Two Year	Yes	Credit Card	24.65	0.0	3
2888-ADFAO	Female	1977/09/25	Yes	Yes	3	United States	Palmdale	5	47	3.95	No		0	No	No	No	Two Year	Yes	Bank Withdrawal	21.3	0.0	4
8707-HOEDG	Female	1998/04/22	Yes	Yes	3	United States	Palmdale	4	70	5.51	Yes	Fiber Optic	85	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	110.2	0.0	3
4072-IPYLT	Female	1992/10/24	Yes	Yes	2	United States	Randsburg	3	36	19.73	Yes	DSL	19	No	No	No	Month-to-Month	No	Credit Card	51.05	0.0	3
7167-PCEYD	Male	1993/04/03	No	No	0	United States	Temecula	0	67	4.72	No		0	No	No	No	Two Year	Yes	Credit Card	19.8	0.0	3
4936-YPJNK	Female	1968/12/19	No	No	0	United States	Rosamond	0	10	23.84	No		0	No	No	No	Month-to-Month	Yes	Credit Card	19.9	0.0	4
4817-KEQSP	Female	1981/07/02	Yes	Yes	2	United States	Temecula	2	71	16.84	No		0	No	No	No	Two Year	No	Bank Withdrawal	19.85	0.0	4
6408-WHTEF	Male	1979/08/09	Yes	Yes	2	United States	Valyermo	7	72	2.75	Yes	DSL	19	Yes	Yes	Yes	Two Year	Yes	Credit Card	89.4	0.0	3
9251-AWQGT	Female	2005/05/06	Yes	Yes	3	United States	Palmdale	2	48	9.77	No		0	No	No	No	Two Year	No	Credit Card	20.0	0.0	5
8749-CLJXC	Male	1968/07/15	No	No	0	United States	Ahwahnee	0	1	13.51	No		0	No	No	No	Month-to-Month	No	Credit Card	20.05	0.0	5
7989-VCQOH	Male	1995/11/22	Yes	Yes	1	United States	Auberry	3	18	10.29	Yes	DSL	59	Yes	Yes	Yes	Month-to-Month	No	Bank Withdrawal	83.25	0.0	3
8882-TLVRW	Male	1972/11/20	Yes	Yes	1	United States	Big Creek	3	69	0.0	Yes	DSL	11	Yes	No	No	Two Year	No	Credit Card	39.1	0.0	3
3580-GICBM	Female	1968/02/25	Yes	Yes	1	United States	Clovis	7	61	34.84	No		0	No	No	No	Two Year	Yes	Credit Card	24.2	0.0	3
9730-DRTMJ	Male	1998/05/06	Yes	No	0	United States	Coarsegold	10	32	15.41	Yes	DSL	46	Yes	No	No	One Year	Yes	Credit Card	72.8	0.0	5
4686-UXDML	Female	2000/01/22	No	No	0	United States	Cutler	0	21	24.86	Yes	Fiber Optic	48	No	Yes	Yes	Month-to-Month	Yes	Credit Card	99.85	0.0	3
0932-YIXYU	Female	1974/06/18	No	No	0	United States	Dos Palos	0	47	8.85	No		0	No	No	No	Two Year	No	Credit Card	20.25	0.0	3
7480-SPLEF	Male	1961/11/15	Yes	Yes	2	United States	Dunlap	5	69	11.6	No		0	No	No	No	Two Year	Yes	Bank Withdrawal	26.0	0.0	3
7636-XUHWW	Male	1968/09/19	No	No	0	United States	Firebaugh	0	2	3.82	No		0	No	No	No	Month-to-Month	Yes	Credit Card	19.9	0.0	5
1431-CYWMH	Female	1989/04/12	Yes	Yes	1	United States	Fish Camp	0	22	46.45	No		0	No	No	No	Month-to-Month	No	Bank Withdrawal	19.05	0.0	3
6349-JDHQP	Female	1962/02/20	No	No	0	United States	Fowler	0	53	18.81	No		0	No	No	No	Two Year	No	Credit Card	19.85	0.0	3
5847-MXBEO	Male	1982/08/18	No	No	0	United States	Helm	0	22	10.36	No		0	No	No	No	One Year	No	Credit Card	20.3	0.0	5
1116-FRYVH	Female	1995/06/16	Yes	Yes	3	United States	Kingsburg	5	48	0.0	Yes	DSL	52	Yes	No	No	Two Year	No	Credit Card	39.4	0.0	4
9633-XQABV	Female	1991/04/30	No	No	0	United States	Los Banos	0	3	25.4	Yes	Fiber Optic	10	No	No	No	Month-to-Month	Yes	Bank Withdrawal	70.25	0.0	4
1183-CANVH	Female	1969/12/10	Yes	No	0	United States	Escondido	5	23	1.39	Yes	DSL	18	Yes	No	No	One Year	No	Bank Withdrawal	60.0	0.0	4
1972-XMUWV	Female	1978/04/07	Yes	No	0	United States	Miramonte	7	65	10.23	Yes	Cable	14	Yes	No	No	Two Year	Yes	Credit Card	59.8	0.0	5
8679-LZBMD	Male	1994/12/08	Yes	No	0	United States	North Fork	7	44	23.75	Yes	Fiber Optic	53	No	Yes	Yes	One Year	Yes	Bank Withdrawal	90.65	0.0	5
3407-JMJQQ	Female	2002/10/18	Yes	Yes	1	United States	Oakhurst	2	71	1.84	Yes	Fiber Optic	69	No	Yes	Yes	Two Year	Yes	Bank Withdrawal	109.0	0.0	3
6252-DFGTK	Female	1960/08/16	Yes	No	0	United States	O Neals	1	37	30.36	Yes	DSL	11	Yes	No	No	One Year	No	Credit Card	68.1	0.0	4
1539-LNKHM	Female	1971/10/21	No	No	0	United States	Orange Cove	0	12	23.2	No		0	No	No	No	Month-to-Month	No	Credit Card	20.4	0.0	4
8645-KOMJQ	Male	2004/08/26	Yes	Yes	2	United States	Orosi	1	69	49.16	Yes	DSL	48	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	81.95	0.0	5
0289-IVARM	Female	1967/11/12	No	No	0	United States	Parlier	0	35	44.81	Yes	DSL	20	No	No	No	Month-to-Month	No	Bank Withdrawal	60.55	0.0	4
9761-XUJWD	Male	2002/12/27	No	No	0	United States	Fresno	0	5	8.6	Yes	DSL	59	Yes	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	65.6	0.0	4
4057-FKCZK	Male	1984/02/21	Yes	Yes	2	United States	Prather	1	58	29.93	Yes	Fiber Optic	24	No	No	No	Two Year	No	Bank Withdrawal	82.5	0.0	3
4291-TPNFG	Male	1968/12/18	Yes	No	0	United States	Raisin City	1	72	29.29	Yes	DSL	30	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	82.3	0.0	3
6087-YPWHO	Male	1968/01/12	Yes	No	0	United States	Raymond	1	72	17.31	Yes	DSL	17	Yes	No	No	Two Year	No	Credit Card	68.15	0.0	3
3090-QFUVD	Female	1976/07/18	No	No	0	United States	Reedley	0	1	4.09	No		0	No	No	No	Month-to-Month	No	Credit Card	20.3	0.0	5
1722-LDZJS	Male	1986/02/21	Yes	Yes	3	United States	Sanger	1	53	20.44	No		0	No	No	No	One Year	No	Credit Card	20.2	0.0	4
1818-ESQMW	Female	1993/05/04	No	No	0	United States	San Joaquin	0	27	39.62	Yes	Fiber Optic	2	Yes	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	89.2	0.0	3
7401-RUBNK	Female	1999/12/17	Yes	No	0	United States	South Dos Palos	1	18	43.29	Yes	Fiber Optic	41	No	No	No	Month-to-Month	No	Bank Withdrawal	74.8	0.0	3
0506-YLVKJ	Male	1970/06/28	Yes	Yes	1	United States	Sultana	1	46	45.92	No		0	No	No	No	Two Year	Yes	Credit Card	20.2	0.0	3
8661-BOYNW	Female	1986/11/17	Yes	No	0	United States	Tollhouse	1	72	5.25	Yes	DSL	28	Yes	Yes	Yes	Two Year	Yes	Credit Card	84.4	0.0	3
4815-GBTCD	Female	1969/08/19	Yes	No	0	United States	Wishon	1	4	0.0	Yes	DSL	29	No	No	No	Month-to-Month	Yes	Bank Withdrawal	25.15	0.0	4
2805-AUFQN	Female	1982/10/08	No	No	0	United States	Traver	0	25	13.93	No		0	No	No	No	Two Year	No	Credit Card	19.8	0.0	3
0980-PVMRC	Female	1997/12/05	Yes	Yes	3	United States	Squaw Valley	0	40	0.0	Yes	DSL	52	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	50.85	0.0	3
7233-DRTRF	Male	1977/06/04	Yes	No	0	United States	Fresno	1	63	17.75	Yes	Fiber Optic	15	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	102.4	0.0	4
3873-NFTGI	Male	1970/02/05	No	No	0	United States	Fresno	0	14	18.48	Yes	DSL	21	No	No	No	Month-to-Month	Yes	Credit Card	55.5	0.0	4
7048-GXDAY	Male	1969/12/23	No	No	0	United States	Fresno	0	39	17.17	Yes	Fiber Optic	30	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	106.4	0.0	4
8571-ZCMCX	Female	1987/03/29	Yes	Yes	2	United States	Fresno	1	47	0.0	Yes	DSL	25	No	Yes	Yes	Two Year	Yes	Credit Card	60.0	0.0	3
1169-WCVAK	Male	1982/12/17	Yes	No	0	United States	Fresno	1	19	34.05	Yes	Fiber Optic	20	Yes	No	No	Month-to-Month	Yes	Credit Card	88.8	0.0	3
7129-CAKJW	Female	1962/03/06	No	No	0	United States	Fresno	0	17	44.96	Yes	Fiber Optic	29	No	No	No	Month-to-Month	No	Bank Withdrawal	80.05	0.0	5
3570-YUEKJ	Female	1984/12/22	No	No	0	United States	Fresno	0	42	8.71	Yes	DSL	23	No	No	No	Month-to-Month	Yes	Bank Withdrawal	49.55	0.0	5
1555-HAPSU	Female	1999/12/10	Yes	Yes	2	United States	Fresno	1	71	29.41	No		0	No	No	No	Two Year	No	Credit Card	23.9	0.0	5
8464-EETCQ	Male	1979/08/18	No	No	0	United States	Salinas	0	57	19.69	No		0	No	No	No	Two Year	No	Credit Card	18.8	0.0	5
2419-FSORS	Male	1995/12/25	Yes	No	0	United States	Salinas	8	72	10.68	Yes	Fiber Optic	59	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	108.4	0.0	4
8132-YPVBX	Female	1996/03/17	No	No	0	United States	Salinas	0	6	40.64	Yes	Fiber Optic	51	No	Yes	Yes	Month-to-Month	Yes	Credit Card	85.95	0.0	5
6754-LZUKA	Male	1995/04/09	Yes	No	0	United States	Escondido	1	61	23.31	Yes	DSL	51	No	Yes	Yes	Two Year	No	Bank Withdrawal	80.9	0.0	3
8099-MZPUJ	Male	1975/12/20	Yes	Yes	2	United States	Carmel	10	48	12.57	Yes	Fiber Optic	18	Yes	Yes	Yes	Two Year	No	Credit Card	111.8	0.0	3
0787-LHDYT	Male	1988/02/21	No	No	0	United States	Carmel Valley	0	16	33.44	No		0	No	No	No	Month-to-Month	Yes	Credit Card	20.6	0.0	3
0374-IOEGQ	Female	1962/04/09	No	No	0	United States	Gonzales	0	3	15.59	Yes	Cable	27	No	No	No	Month-to-Month	No	Bank Withdrawal	44.6	0.0	4
3197-NNYNB	Male	1977/01/10	No	No	0	United States	Jolon	0	65	27.75	Yes	Fiber Optic	30	No	Yes	Yes	Two Year	No	Credit Card	105.1	0.0	3
3396-DKDEL	Female	1979/04/13	Yes	Yes	3	United States	King City	3	70	11.36	Yes	Fiber Optic	53	Yes	Yes	Yes	Two Year	Yes	Credit Card	115.15	0.0	4
1752-OZXFY	Male	1985/01/18	Yes	No	0	United States	Lockwood	6	60	15.24	Yes	DSL	16	No	No	No	One Year	Yes	Credit Card	59.8	0.0	3
9066-QRSDU	Female	2001/06/14	Yes	No	0	United States	Marina	7	69	22.08	No		0	No	No	No	One Year	Yes	Bank Withdrawal	26.3	0.0	4
9867-NNXLC	Female	1981/05/19	No	No	0	United States	Pacific Grove	0	22	33.92	No		0	No	No	No	Month-to-Month	Yes	Credit Card	20.05	0.0	5
5321-NTRKC	Male	1999/03/19	Yes	Yes	1	United States	Pebble Beach	8	66	35.01	Yes	DSL	59	No	Yes	Yes	Two Year	No	Bank Withdrawal	79.85	0.0	5
3161-GETRM	Male	1963/12/02	Yes	Yes	3	United States	Soledad	10	34	20.05	Yes	Fiber Optic	57	No	Yes	Yes	Month-to-Month	Yes	Credit Card	90.05	0.0	4
0402-OAMEN	Female	1988/11/24	Yes	Yes	1	United States	Spreckels	4	72	20.56	No		0	No	No	No	Two Year	No	Bank Withdrawal	24.45	0.0	3
6933-VLYFX	Male	1960/03/11	Yes	Yes	2	United States	Belmont	7	31	0.0	Yes	Cable	25	Yes	Yes	Yes	One Year	No	Bank Withdrawal	59.95	0.0	3
6754-WKSHP	Male	1963/11/22	No	Yes	2	United States	Brisbane	0	30	4.27	No		0	No	No	No	One Year	No	Bank Withdrawal	25.35	0.0	3
5055-MGMGF	Female	1989/01/30	Yes	No	0	United States	Half Moon Bay	3	65	40.71	Yes	Fiber Optic	23	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	105.05	0.0	3
4641-FROLU	Female	1975/12/20	Yes	Yes	1	United States	La Honda	8	30	11.6	No		0	No	No	No	Two Year	No	Credit Card	19.3	0.0	4
2862-JVEOY	Male	1991/01/17	No	No	0	United States	Loma Mar	0	6	10.54	No		0	No	No	No	One Year	No	Credit Card	19.15	0.0	5
2969-QWUBZ	Female	1971/04/22	No	No	0	United States	Los Altos	0	2	0.0	Yes	Cable	21	No	Yes	Yes	Month-to-Month	No	Bank Withdrawal	51.4	0.0	5
9822-BIIGN	Male	1963/07/22	Yes	Yes	3	United States	Los Altos	0	53	27.56	Yes	Cable	26	Yes	Yes	Yes	Month-to-Month	No	Bank Withdrawal	71.85	0.0	4
1534-OULXE	Female	1990/02/24	Yes	Yes	2	United States	Atherton	2	61	42.85	Yes	DSL	11	No	No	No	One Year	Yes	Bank Withdrawal	49.7	0.0	3
2971-SGAFL	Female	1990/09/19	No	No	0	United States	Millbrae	0	13	38.4	Yes	DSL	23	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	78.75	0.0	4
2905-KFQUV	Female	1963/03/05	Yes	No	0	United States	Moss Beach	9	2	7.49	Yes	Fiber Optic	14	No	No	No	Month-to-Month	Yes	Credit Card	70.4	0.0	3
3370-HXOPH	Female	1974/03/28	No	No	0	United States	Mountain View	0	3	14.35	Yes	Fiber Optic	17	No	No	No	Month-to-Month	No	Bank Withdrawal	76.1	0.0	4
9391-YZEJW	Female	1982/02/27	No	No	0	United States	Mountain View	0	62	32.29	Yes	Fiber Optic	26	No	Yes	Yes	One Year	Yes	Bank Withdrawal	94.0	0.0	3
9958-MEKUC	Male	1998/04/25	Yes	Yes	2	United States	Pacifica	1	72	45.93	Yes	Fiber Optic	30	Yes	Yes	Yes	Two Year	No	Credit Card	103.95	0.0	3
0281-CNTZX	Male	1968/03/19	Yes	No	0	United States	Pescadero	2	63	38.36	No		0	No	No	No	Two Year	Yes	Bank Withdrawal	19.95	0.0	3
9114-VEPUF	Male	2005/01/07	Yes	No	0	United States	Redwood City	4	62	30.51	Yes	Fiber Optic	41	No	Yes	Yes	One Year	No	Bank Withdrawal	96.1	0.0	4
7876-BEUTG	Female	1990/01/01	No	No	0	United States	San Bruno	0	15	26.54	Yes	DSL	18	No	No	No	Month-to-Month	Yes	Credit Card	48.8	0.0	4
2338-BQEZT	Female	1986/04/18	No	No	0	United States	San Carlos	0	55	3.62	Yes	DSL	17	No	No	No	Month-to-Month	Yes	Credit Card	50.55	0.0	3
9873-MNDKV	Female	1965/10/23	No	No	0	United States	San Gregorio	0	11	29.16	Yes	DSL	3	No	No	No	Month-to-Month	Yes	Credit Card	44.65	0.0	3
8241-JUIQO	Female	2000/03/06	No	No	0	United States	Sunnyvale	0	61	25.91	No		0	No	No	No	One Year	No	Bank Withdrawal	19.45	0.0	4
2194-IIQOF	Female	1986/10/03	Yes	No	0	United States	Sunnyvale	7	71	19.9	Yes	DSL	27	Yes	Yes	Yes	Two Year	No	Credit Card	89.3	0.0	3
9631-RXVJM	Male	1991/11/07	No	No	0	United States	San Francisco	0	35	4.24	No		0	No	No	No	Two Year	No	Credit Card	19.25	0.0	4
9584-EXCDZ	Female	1971/07/05	No	No	0	United States	San Francisco	0	17	41.78	Yes	Fiber Optic	16	No	No	No	Month-to-Month	No	Bank Withdrawal	70.5	0.0	3
5093-FEGLU	Female	2003/05/31	Yes	No	0	United States	San Francisco	1	47	45.9	No		0	No	No	No	Two Year	No	Bank Withdrawal	19.65	0.0	5
2621-UDNLU	Female	1989/05/13	Yes	No	0	United States	San Francisco	9	3	11.77	No		0	No	No	No	Month-to-Month	No	Credit Card	20.85	0.0	3
7526-IVLYU	Male	1978/08/21	No	No	0	United States	San Francisco	0	3	35.59	No		0	No	No	No	Month-to-Month	Yes	Credit Card	19.65	0.0	5
9214-EKVXR	Female	1973/04/10	No	No	0	United States	San Francisco	0	1	26.15	Yes	DSL	26	No	No	No	Month-to-Month	Yes	Credit Card	44.0	0.0	4
3410-MHHUM	Female	1984/04/27	Yes	Yes	2	United States	San Francisco	4	44	24.71	Yes	Fiber Optic	27	No	Yes	Yes	One Year	No	Bank Withdrawal	94.4	0.0	5
2122-YWVYA	Female	1980/11/17	No	No	0	United States	San Francisco	0	18	15.01	Yes	Fiber Optic	22	No	No	No	Month-to-Month	Yes	Bank Withdrawal	75.4	0.0	4
2296-DKZFP	Female	1999/03/11	Yes	No	0	United States	San Francisco	1	65	1.29	Yes	DSL	51	No	Yes	Yes	Two Year	No	Bank Withdrawal	71.0	0.0	4
8909-BOLNL	Male	1984/08/12	No	No	0	United States	San Francisco	0	3	12.05	No		0	No	No	No	One Year	No	Credit Card	21.2	0.0	5
6603-YRDCJ	Male	2005/02/03	Yes	No	0	United States	San Francisco	3	33	15.89	Yes	DSL	52	Yes	No	No	Two Year	Yes	Credit Card	61.05	0.0	3
3229-USWAR	Female	1984/06/24	No	No	0	United States	San Francisco	0	34	5.32	Yes	DSL	23	Yes	Yes	Yes	One Year	Yes	Bank Withdrawal	79.95	0.0	4
2138-VFAPZ	Female	1984/09/03	Yes	Yes	1	United States	San Francisco	8	14	15.33	No		0	No	No	No	Two Year	Yes	Credit Card	19.7	0.0	4
6131-JLWZM	Female	1997/06/20	No	No	0	United States	San Francisco	0	13	22.01	No		0	No	No	No	Month-to-Month	Yes	Credit Card	20.3	0.0	4
